id_partido,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,temporada
2871,2008-02-02,Almeria,Real Madrid,2,0,H,1,0,H,11.0,16.0,4.0,7.0,6.0,8.0,19.0,16.0,3.0,4.0,0.0,0.0,5.0,3.75,1.66,0708
2872,2008-02-02,Betis,La Coruna,0,1,A,0,1,A,12.0,11.0,0.0,5.0,7.0,6.0,18.0,12.0,3.0,4.0,0.0,0.0,2.05,3.25,3.75,0708
2873,2008-02-03,Ath Madrid,Murcia,1,1,D,0,0,D,13.0,9.0,4.0,4.0,4.0,3.0,20.0,30.0,3.0,4.0,0.0,0.0,1.5,4.0,7.0,0708
2874,2008-02-03,Barcelona,Osasuna,1,0,H,0,0,D,17.0,9.0,6.0,3.0,10.0,1.0,18.0,17.0,0.0,3.0,0.0,0.0,1.22,5.5,15.0,0708
2875,2008-02-03,Getafe,Espanol,0,1,A,0,1,A,20.0,6.0,5.0,3.0,8.0,3.0,14.0,15.0,1.0,4.0,0.0,0.0,2.1,3.3,3.5,0708
2876,2008-02-03,Levante,Santander,1,1,D,0,0,D,8.0,12.0,2.0,5.0,6.0,6.0,21.0,18.0,3.0,2.0,0.0,0.0,3.25,3.3,2.2,0708
2877,2008-02-03,Recreativo,Sevilla,1,2,A,0,1,A,14.0,15.0,3.0,7.0,5.0,3.0,25.0,16.0,4.0,2.0,1.0,1.0,3.25,3.3,2.2,0708
2878,2008-02-03,Valladolid,Valencia,0,2,A,0,0,D,15.0,5.0,6.0,2.0,7.0,1.0,17.0,22.0,1.0,3.0,0.0,0.0,2.25,3.3,3.2,0708
2879,2008-02-03,Villarreal,Mallorca,1,1,D,1,1,D,13.0,11.0,5.0,3.0,1.0,7.0,13.0,20.0,0.0,4.0,0.0,0.0,1.75,3.3,5.5,0708
2880,2008-02-03,Zaragoza,Ath Bilbao,1,0,H,1,0,H,12.0,12.0,3.0,4.0,5.0,2.0,21.0,16.0,2.0,4.0,0.0,1.0,1.83,3.4,4.5,0708
2881,2008-02-09,La Coruna,Getafe,1,1,D,1,0,H,6.0,12.0,0.0,3.0,6.0,4.0,19.0,15.0,2.0,1.0,0.0,0.0,2.37,3.25,3.0,0708
2882,2008-02-09,Murcia,Villarreal,0,1,A,0,0,D,8.0,8.0,2.0,1.0,6.0,3.0,13.0,22.0,2.0,4.0,0.0,0.0,3.1,3.3,2.3,0708
2883,2008-02-09,Sevilla,Barcelona,1,1,D,1,0,H,19.0,13.0,6.0,5.0,2.0,2.0,20.0,14.0,3.0,4.0,1.0,0.0,2.8,3.25,2.5,0708
2884,2008-02-10,Ath Bilbao,Levante,1,0,H,0,0,D,12.0,11.0,4.0,4.0,4.0,5.0,16.0,17.0,1.0,3.0,0.0,0.0,1.72,3.5,5.0,0708
2885,2008-02-10,Espanol,Recreativo,1,2,A,1,2,A,10.0,22.0,3.0,3.0,3.0,4.0,17.0,18.0,4.0,4.0,0.0,0.0,1.61,3.6,6.0,0708
2886,2008-02-10,Mallorca,Almeria,0,0,D,0,0,D,11.0,9.0,4.0,0.0,10.0,4.0,23.0,24.0,2.0,2.0,0.0,0.0,2.0,3.3,3.8,0708
2887,2008-02-10,Osasuna,Zaragoza,1,0,H,1,0,H,14.0,7.0,5.0,3.0,11.0,1.0,22.0,17.0,5.0,2.0,0.0,0.0,2.37,3.25,3.0,0708
2888,2008-02-10,Real Madrid,Valladolid,7,0,H,5,0,H,16.0,15.0,9.0,7.0,4.0,10.0,10.0,11.0,1.0,1.0,0.0,0.0,1.3,5.0,10.0,0708
2889,2008-02-10,Santander,Ath Madrid,0,2,A,0,0,D,11.0,17.0,4.0,12.0,9.0,4.0,19.0,11.0,0.0,2.0,0.0,0.0,2.5,3.25,2.8,0708
2890,2008-02-10,Valencia,Betis,3,1,H,2,0,H,12.0,12.0,6.0,4.0,8.0,3.0,14.0,21.0,3.0,5.0,0.0,0.0,1.72,3.5,5.0,0708
2891,2008-02-16,Betis,Real Madrid,2,1,H,2,1,H,14.0,8.0,4.0,2.0,2.0,11.0,21.0,19.0,3.0,5.0,0.0,0.0,4.75,3.5,1.8,0708
2892,2008-02-16,Espanol,Sevilla,2,4,A,1,2,A,15.0,10.0,8.0,6.0,10.0,3.0,25.0,16.0,3.0,3.0,1.0,0.0,2.5,3.3,2.75,0708
2893,2008-02-16,Zaragoza,Barcelona,1,2,A,0,1,A,13.0,12.0,3.0,5.0,2.0,3.0,22.0,17.0,4.0,2.0,0.0,0.0,3.75,3.3,2.0,0708
2894,2008-02-17,Almeria,Murcia,1,0,H,1,0,H,10.0,12.0,3.0,3.0,6.0,7.0,33.0,17.0,6.0,4.0,0.0,0.0,1.9,3.4,4.0,0708
2895,2008-02-17,Ath Madrid,Ath Bilbao,1,2,A,1,2,A,14.0,13.0,3.0,5.0,2.0,5.0,18.0,22.0,4.0,2.0,1.0,0.0,1.61,3.75,5.5,0708
2896,2008-02-17,Getafe,Valencia,0,0,D,0,0,D,16.0,7.0,4.0,2.0,3.0,2.0,14.0,19.0,3.0,3.0,0.0,1.0,2.4,3.4,2.8,0708
2897,2008-02-17,Levante,Osasuna,2,1,H,0,1,A,10.0,15.0,4.0,5.0,6.0,3.0,26.0,24.0,4.0,3.0,0.0,0.0,2.87,3.4,2.37,0708
2898,2008-02-17,Recreativo,La Coruna,3,2,H,0,1,A,10.0,14.0,4.0,4.0,7.0,2.0,22.0,23.0,4.0,3.0,1.0,0.0,2.3,3.25,3.1,0708
2899,2008-02-17,Valladolid,Mallorca,1,1,D,1,0,H,16.0,11.0,6.0,6.0,6.0,6.0,17.0,14.0,1.0,1.0,0.0,1.0,2.25,3.25,3.2,0708
2900,2008-02-17,Villarreal,Santander,0,0,D,0,0,D,12.0,18.0,1.0,1.0,9.0,7.0,12.0,15.0,1.0,3.0,0.0,0.0,1.83,3.5,4.33,0708
2901,2008-02-23,Sevilla,Zaragoza,5,0,H,3,0,H,20.0,6.0,8.0,1.0,7.0,3.0,12.0,17.0,0.0,4.0,0.0,1.0,1.7,3.5,5.25,0708
2902,2008-02-23,Valencia,Recreativo,1,1,D,1,0,H,23.0,7.0,11.0,4.0,7.0,3.0,13.0,23.0,1.0,6.0,0.0,0.0,1.75,3.4,5.25,0708
2903,2008-02-24,Ath Bilbao,Villarreal,1,2,A,1,0,H,11.0,14.0,2.0,3.0,4.0,3.0,25.0,8.0,5.0,2.0,0.0,0.0,2.5,3.25,2.8,0708
2904,2008-02-24,Barcelona,Levante,5,1,H,2,1,H,21.0,8.0,8.0,4.0,8.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,1.12,8.0,21.0,0708
2905,2008-02-24,La Coruna,Espanol,2,0,H,2,0,H,16.0,11.0,9.0,2.0,8.0,1.0,17.0,14.0,3.0,1.0,0.0,0.0,2.4,3.3,2.87,0708
2906,2008-02-24,Mallorca,Betis,1,1,D,0,0,D,19.0,9.0,4.0,2.0,3.0,3.0,16.0,16.0,1.0,4.0,0.0,0.0,2.0,3.3,3.75,0708
2907,2008-02-24,Murcia,Valladolid,0,1,A,0,1,A,7.0,9.0,1.0,2.0,8.0,1.0,25.0,20.0,2.0,1.0,0.0,0.0,2.37,3.25,3.0,0708
2908,2008-02-24,Osasuna,Ath Madrid,3,1,H,2,1,H,18.0,7.0,10.0,2.0,5.0,2.0,23.0,22.0,1.0,3.0,0.0,0.0,2.4,3.1,3.1,0708
2909,2008-02-24,Real Madrid,Getafe,0,1,A,0,0,D,20.0,10.0,4.0,4.0,5.0,4.0,14.0,18.0,3.0,3.0,0.0,0.0,1.33,4.5,11.0,0708
2910,2008-02-24,Santander,Almeria,1,0,H,0,0,D,16.0,4.0,6.0,0.0,10.0,5.0,11.0,21.0,1.0,1.0,0.0,2.0,2.1,3.25,3.5,0708
2911,2008-03-01,Ath Madrid,Barcelona,4,2,H,2,1,H,8.0,17.0,6.0,5.0,0.0,5.0,15.0,16.0,4.0,4.0,0.0,0.0,3.75,3.4,2.0,0708
2912,2008-03-01,Espanol,Valencia,2,0,H,1,0,H,17.0,10.0,4.0,6.0,3.0,6.0,19.0,17.0,2.0,6.0,0.0,1.0,2.4,3.3,2.87,0708
2913,2008-03-01,La Coruna,Sevilla,2,1,H,1,1,D,11.0,13.0,4.0,3.0,5.0,10.0,14.0,19.0,2.0,3.0,0.0,0.0,2.9,3.4,2.35,0708
2914,2008-03-01,Recreativo,Real Madrid,2,3,A,1,1,D,12.0,9.0,7.0,5.0,8.0,5.0,15.0,17.0,3.0,2.0,2.0,1.0,4.33,3.4,1.83,0708
2915,2008-03-02,Almeria,Ath Bilbao,1,1,D,0,0,D,12.0,14.0,2.0,6.0,8.0,7.0,25.0,21.0,4.0,7.0,0.0,0.0,2.2,3.25,3.25,0708
2916,2008-03-02,Betis,Murcia,4,0,H,2,0,H,16.0,13.0,9.0,6.0,8.0,3.0,16.0,12.0,1.0,2.0,0.0,0.0,1.83,3.4,4.5,0708
2917,2008-03-02,Getafe,Mallorca,3,3,D,2,1,H,13.0,11.0,6.0,8.0,2.0,5.0,25.0,20.0,2.0,0.0,0.0,1.0,2.05,3.4,3.5,0708
2918,2008-03-02,Levante,Zaragoza,2,1,H,1,0,H,9.0,8.0,5.0,2.0,5.0,4.0,17.0,17.0,1.0,2.0,0.0,0.0,3.2,3.3,2.2,0708
2919,2008-03-02,Valladolid,Santander,0,1,A,0,0,D,9.0,11.0,2.0,4.0,3.0,8.0,18.0,15.0,2.0,1.0,0.0,0.0,2.3,3.25,3.1,0708
2920,2008-03-02,Villarreal,Osasuna,0,0,D,0,0,D,14.0,11.0,2.0,1.0,8.0,4.0,17.0,20.0,3.0,4.0,0.0,0.0,1.7,3.6,5.0,0708
2921,2008-03-08,Real Madrid,Espanol,2,1,H,1,1,D,19.0,9.0,7.0,2.0,3.0,7.0,12.0,25.0,1.0,5.0,0.0,1.0,1.5,3.75,7.5,0708
2922,2008-03-08,Zaragoza,Ath Madrid,2,1,H,1,1,D,13.0,11.0,3.0,8.0,3.0,3.0,20.0,17.0,3.0,3.0,0.0,0.0,2.6,3.25,2.65,0708
2923,2008-03-09,Ath Bilbao,Valladolid,2,0,H,1,0,H,9.0,22.0,5.0,2.0,3.0,10.0,22.0,21.0,3.0,2.0,0.0,1.0,2.1,3.3,3.5,0708
2924,2008-03-09,Barcelona,Villarreal,1,2,A,0,1,A,9.0,8.0,4.0,4.0,10.0,2.0,22.0,18.0,5.0,4.0,0.0,0.0,1.5,4.2,6.0,0708
2925,2008-03-09,Mallorca,Recreativo,7,1,H,5,1,H,19.0,12.0,11.0,3.0,7.0,3.0,13.0,13.0,1.0,1.0,0.0,0.0,2.0,3.3,3.75,0708
2926,2008-03-09,Murcia,Getafe,0,3,A,0,0,D,8.0,5.0,3.0,3.0,6.0,1.0,18.0,13.0,4.0,1.0,0.0,0.0,2.75,3.25,2.5,0708
2927,2008-03-09,Osasuna,Almeria,2,1,H,2,1,H,11.0,12.0,4.0,3.0,11.0,7.0,17.0,23.0,4.0,4.0,0.0,0.0,2.1,3.3,3.5,0708
2928,2008-03-09,Santander,Betis,3,0,H,0,0,D,27.0,9.0,10.0,4.0,4.0,6.0,18.0,18.0,0.0,2.0,0.0,1.0,2.0,3.3,3.75,0708
2929,2008-03-09,Sevilla,Levante,2,1,H,1,1,D,20.0,9.0,10.0,4.0,10.0,2.0,16.0,15.0,3.0,5.0,0.0,0.0,1.22,6.0,13.0,0708
2930,2008-03-09,Valencia,La Coruna,2,2,D,2,2,D,10.0,18.0,4.0,5.0,4.0,7.0,15.0,13.0,1.0,2.0,0.0,0.0,1.8,3.5,4.5,0708
2931,2008-03-15,Betis,Ath Bilbao,1,2,A,1,1,D,17.0,10.0,7.0,3.0,2.0,2.0,17.0,11.0,2.0,1.0,0.0,0.0,2.25,3.25,3.2,0708
2932,2008-03-15,La Coruna,Real Madrid,1,0,H,0,0,D,6.0,9.0,2.0,0.0,3.0,4.0,15.0,9.0,3.0,2.0,0.0,0.0,3.75,3.3,2.0,0708
2933,2008-03-15,Recreativo,Murcia,4,2,H,1,1,D,16.0,10.0,10.0,4.0,3.0,3.0,29.0,22.0,4.0,5.0,0.0,1.0,1.9,3.4,4.0,0708
2934,2008-03-15,Valencia,Sevilla,1,2,A,0,2,A,16.0,14.0,3.0,4.0,10.0,3.0,20.0,14.0,2.0,3.0,0.0,0.0,2.5,3.3,2.75,0708
2935,2008-03-16,Almeria,Barcelona,2,2,D,1,1,D,18.0,8.0,5.0,5.0,8.0,5.0,15.0,12.0,0.0,3.0,0.0,1.0,4.75,3.5,1.75,0708
2936,2008-03-16,Ath Madrid,Levante,3,0,H,2,0,H,18.0,16.0,7.0,9.0,6.0,8.0,12.0,14.0,0.0,2.0,0.0,0.0,1.28,5.25,11.0,0708
2937,2008-03-16,Espanol,Mallorca,2,1,H,0,1,A,9.0,15.0,6.0,4.0,2.0,15.0,20.0,15.0,0.0,3.0,0.0,1.0,2.1,3.25,3.6,0708
2938,2008-03-16,Getafe,Santander,2,1,H,0,0,D,15.0,8.0,7.0,3.0,10.0,7.0,15.0,18.0,5.0,3.0,1.0,2.0,2.2,3.2,3.4,0708
2939,2008-03-16,Valladolid,Osasuna,0,0,D,0,0,D,11.0,10.0,2.0,1.0,7.0,4.0,24.0,16.0,1.0,1.0,0.0,0.0,2.1,3.3,3.5,0708
2940,2008-03-16,Villarreal,Zaragoza,2,0,H,1,0,H,7.0,18.0,4.0,5.0,1.0,14.0,17.0,21.0,0.0,3.0,0.0,0.0,1.72,3.6,4.75,0708
2941,2008-03-22,Mallorca,La Coruna,1,0,H,1,0,H,10.0,7.0,6.0,1.0,5.0,6.0,18.0,16.0,2.0,2.0,0.0,1.0,2.2,3.3,3.25,0708
2942,2008-03-22,Sevilla,Ath Madrid,1,2,A,0,1,A,11.0,10.0,2.0,2.0,5.0,3.0,17.0,16.0,3.0,4.0,1.0,0.0,1.85,3.6,4.0,0708
2943,2008-03-23,Ath Bilbao,Getafe,1,0,H,1,0,H,16.0,10.0,7.0,1.0,5.0,9.0,26.0,14.0,3.0,4.0,0.0,0.0,2.2,3.3,3.25,0708
2944,2008-03-23,Barcelona,Valladolid,4,1,H,1,1,D,18.0,11.0,11.0,2.0,4.0,4.0,12.0,18.0,1.0,1.0,0.0,0.0,1.22,6.0,12.0,0708
2945,2008-03-23,Levante,Villarreal,1,2,A,0,1,A,14.0,10.0,2.0,3.0,4.0,2.0,16.0,13.0,0.0,2.0,0.0,0.0,4.75,3.6,1.72,0708
2946,2008-03-23,Murcia,Espanol,4,0,H,1,0,H,15.0,8.0,6.0,1.0,5.0,2.0,17.0,15.0,3.0,1.0,0.0,0.0,3.1,3.25,2.3,0708
2947,2008-03-23,Osasuna,Betis,0,1,A,0,0,D,19.0,7.0,6.0,3.0,6.0,2.0,17.0,17.0,1.0,3.0,1.0,0.0,2.05,3.3,3.6,0708
2948,2008-03-23,Real Madrid,Valencia,2,3,A,1,1,D,27.0,13.0,13.0,6.0,5.0,3.0,15.0,17.0,3.0,1.0,0.0,0.0,1.5,3.8,7.25,0708
2949,2008-03-23,Santander,Recreativo,2,0,H,0,0,D,14.0,7.0,3.0,2.0,5.0,7.0,13.0,23.0,1.0,3.0,0.0,1.0,1.9,3.4,4.0,0708
2950,2008-03-23,Zaragoza,Almeria,1,1,D,0,0,D,11.0,7.0,3.0,4.0,10.0,4.0,16.0,22.0,1.0,3.0,1.0,0.0,1.8,3.6,4.33,0708
2951,2008-03-29,Betis,Barcelona,3,2,H,0,2,A,13.0,13.0,8.0,5.0,3.0,3.0,18.0,12.0,2.0,0.0,0.0,0.0,4.75,3.6,1.72,0708
2952,2008-03-29,Villarreal,Ath Madrid,3,0,H,2,0,H,12.0,6.0,6.0,1.0,6.0,5.0,20.0,13.0,2.0,1.0,0.0,0.0,2.0,3.4,3.75,0708
2953,2008-03-30,Almeria,Levante,2,1,H,2,0,H,13.0,17.0,4.0,7.0,10.0,12.0,20.0,11.0,4.0,2.0,0.0,0.0,1.57,3.75,6.0,0708
2954,2008-03-30,Espanol,Santander,0,3,A,0,2,A,14.0,12.0,5.0,7.0,5.0,5.0,17.0,23.0,0.0,2.0,0.0,0.0,2.1,3.3,3.5,0708
2955,2008-03-30,Getafe,Osasuna,0,2,A,0,1,A,4.0,10.0,2.0,6.0,2.0,0.0,16.0,29.0,3.0,6.0,1.0,0.0,2.2,3.2,3.4,0708
2956,2008-03-30,La Coruna,Murcia,3,1,H,1,1,D,16.0,8.0,7.0,3.0,7.0,2.0,14.0,16.0,2.0,2.0,0.0,0.0,1.8,3.4,4.75,0708
2957,2008-03-30,Real Madrid,Sevilla,3,1,H,2,1,H,17.0,13.0,10.0,2.0,2.0,5.0,19.0,19.0,4.0,3.0,0.0,0.0,1.85,3.4,4.33,0708
2958,2008-03-30,Recreativo,Ath Bilbao,1,1,D,1,0,H,15.0,10.0,1.0,2.0,11.0,7.0,24.0,17.0,1.0,5.0,1.0,0.0,2.37,3.3,2.9,0708
2959,2008-03-30,Valencia,Mallorca,0,3,A,0,2,A,14.0,8.0,4.0,5.0,2.0,3.0,16.0,19.0,1.0,2.0,0.0,0.0,1.9,3.4,4.0,0708
2960,2008-03-30,Valladolid,Zaragoza,2,1,H,0,1,A,10.0,4.0,4.0,1.0,8.0,1.0,23.0,18.0,3.0,2.0,0.0,1.0,2.35,3.3,3.0,0708
2961,2008-04-05,Mallorca,Real Madrid,1,1,D,0,1,A,13.0,14.0,2.0,6.0,5.0,2.0,20.0,17.0,3.0,2.0,0.0,1.0,3.4,3.4,2.1,0708
2962,2008-04-05,Osasuna,Recreativo,0,1,A,0,1,A,15.0,4.0,5.0,2.0,7.0,2.0,8.0,25.0,2.0,4.0,0.0,0.0,1.85,3.5,4.2,0708
2963,2008-04-06,Ath Bilbao,Espanol,1,0,H,1,0,H,8.0,17.0,1.0,3.0,4.0,6.0,22.0,25.0,5.0,4.0,0.0,0.0,2.2,3.25,3.3,0708
2964,2008-04-06,Ath Madrid,Almeria,6,3,H,4,3,H,23.0,8.0,11.0,5.0,9.0,5.0,16.0,14.0,1.0,0.0,0.0,2.0,1.61,3.75,5.5,0708
2965,2008-04-06,Barcelona,Getafe,0,0,D,0,0,D,19.0,11.0,2.0,4.0,9.0,3.0,14.0,9.0,2.0,1.0,0.0,0.0,1.33,4.75,9.5,0708
2966,2008-04-06,Levante,Valladolid,0,3,A,0,1,A,10.0,12.0,3.0,6.0,4.0,7.0,11.0,16.0,4.0,4.0,0.0,0.0,2.9,3.3,2.37,0708
2967,2008-04-06,Murcia,Valencia,1,0,H,1,0,H,6.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,3.0,0.0,0.0,2.9,3.3,2.37,0708
2968,2008-04-06,Santander,La Coruna,1,3,A,1,3,A,21.0,12.0,7.0,3.0,9.0,3.0,21.0,18.0,4.0,3.0,0.0,0.0,2.0,3.3,3.8,0708
2969,2008-04-06,Sevilla,Villarreal,2,0,H,1,0,H,19.0,11.0,9.0,3.0,8.0,4.0,18.0,19.0,2.0,6.0,0.0,1.0,2.1,3.4,3.4,0708
2970,2008-04-06,Zaragoza,Betis,0,3,A,0,2,A,22.0,9.0,7.0,5.0,7.0,4.0,16.0,17.0,4.0,1.0,0.0,0.0,1.95,3.3,4.0,0708
2971,2008-04-12,Recreativo,Barcelona,2,2,D,1,1,D,14.0,11.0,5.0,3.0,5.0,5.0,24.0,15.0,2.0,2.0,0.0,0.0,4.5,3.75,1.72,0708
2972,2008-04-12,Valencia,Santander,1,2,A,0,0,D,6.0,12.0,1.0,3.0,2.0,3.0,22.0,24.0,3.0,2.0,0.0,0.0,2.1,3.3,3.5,0708
2973,2008-04-13,Almeria,Villarreal,1,0,H,0,0,D,19.0,4.0,7.0,1.0,10.0,4.0,17.0,15.0,3.0,1.0,0.0,1.0,3.2,3.25,2.25,0708
2974,2008-04-13,Betis,Levante,0,1,A,0,0,D,13.0,17.0,2.0,5.0,9.0,4.0,19.0,13.0,3.0,4.0,0.0,0.0,1.44,4.2,7.5,0708
2975,2008-04-13,Espanol,Osasuna,0,1,A,0,1,A,7.0,12.0,3.0,5.0,5.0,2.0,23.0,17.0,1.0,3.0,0.0,0.0,2.25,3.25,3.2,0708
2976,2008-04-13,Getafe,Zaragoza,0,0,D,0,0,D,11.0,9.0,4.0,0.0,5.0,0.0,21.0,22.0,2.0,4.0,0.0,1.0,2.62,3.25,2.62,0708
2977,2008-04-13,La Coruna,Ath Bilbao,3,0,H,1,0,H,20.0,11.0,7.0,4.0,5.0,4.0,9.0,13.0,3.0,2.0,0.0,0.0,2.1,3.4,3.4,0708
2978,2008-04-13,Mallorca,Sevilla,2,3,A,0,1,A,16.0,14.0,7.0,4.0,8.0,4.0,20.0,27.0,3.0,2.0,0.0,0.0,2.8,3.4,2.4,0708
2979,2008-04-13,Real Madrid,Murcia,1,0,H,0,0,D,17.0,6.0,4.0,0.0,3.0,0.0,15.0,29.0,4.0,3.0,1.0,0.0,1.22,6.0,12.0,0708
2980,2008-04-13,Valladolid,Ath Madrid,1,1,D,0,0,D,18.0,10.0,5.0,3.0,4.0,2.0,18.0,17.0,4.0,4.0,0.0,0.0,2.62,3.3,2.62,0708
2981,2008-04-19,Ath Madrid,Betis,1,3,A,1,1,D,19.0,11.0,2.0,5.0,11.0,6.0,15.0,17.0,4.0,4.0,0.0,0.0,1.61,3.6,6.0,0708
2982,2008-04-19,Barcelona,Espanol,0,0,D,0,0,D,18.0,6.0,6.0,1.0,7.0,2.0,15.0,16.0,6.0,6.0,0.0,0.0,1.53,3.75,7.0,0708
2983,2008-04-19,Sevilla,Almeria,1,4,A,0,1,A,23.0,13.0,8.0,6.0,13.0,2.0,18.0,19.0,3.0,3.0,1.0,0.0,1.5,3.8,7.5,0708
2984,2008-04-19,Zaragoza,Recreativo,3,0,H,2,0,H,12.0,12.0,8.0,0.0,4.0,4.0,20.0,23.0,1.0,3.0,2.0,1.0,1.75,3.5,4.75,0708
2985,2008-04-20,Ath Bilbao,Valencia,5,1,H,1,0,H,17.0,13.0,6.0,3.0,1.0,5.0,11.0,13.0,1.0,2.0,0.0,0.0,2.37,3.3,2.9,0708
2986,2008-04-20,Levante,Getafe,3,1,H,2,0,H,17.0,8.0,7.0,2.0,6.0,0.0,22.0,14.0,1.0,1.0,0.0,0.0,3.25,3.3,2.2,0708
2987,2008-04-20,Murcia,Mallorca,1,4,A,0,2,A,6.0,9.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,2.62,3.3,2.6,0708
2988,2008-04-20,Osasuna,La Coruna,0,1,A,0,0,D,17.0,9.0,5.0,2.0,5.0,3.0,17.0,22.0,3.0,3.0,0.0,0.0,2.2,3.3,3.25,0708
2989,2008-04-20,Santander,Real Madrid,0,2,A,0,1,A,15.0,15.0,2.0,5.0,9.0,4.0,10.0,16.0,4.0,1.0,0.0,0.0,2.9,3.25,2.4,0708
2990,2008-04-20,Villarreal,Valladolid,2,0,H,1,0,H,14.0,13.0,8.0,2.0,0.0,7.0,12.0,16.0,2.0,2.0,0.0,0.0,1.66,3.5,5.5,0708
2991,2008-04-26,La Coruna,Barcelona,2,0,H,0,0,D,24.0,10.0,6.0,1.0,4.0,2.0,16.0,17.0,1.0,4.0,0.0,0.0,2.87,3.3,2.4,0708
2992,2008-04-26,Murcia,Sevilla,0,0,D,0,0,D,12.0,13.0,4.0,3.0,3.0,5.0,21.0,15.0,4.0,2.0,0.0,0.0,4.5,3.7,1.75,0708
2993,2008-04-27,Betis,Villarreal,0,1,A,0,1,A,13.0,18.0,6.0,6.0,6.0,7.0,18.0,10.0,3.0,2.0,0.0,0.0,2.75,3.3,2.5,0708
2994,2008-04-27,Espanol,Zaragoza,1,1,D,0,0,D,9.0,10.0,2.0,3.0,2.0,1.0,28.0,20.0,5.0,1.0,0.0,0.0,2.3,3.3,3.0,0708
2995,2008-04-27,Getafe,Ath Madrid,1,1,D,1,1,D,7.0,14.0,2.0,4.0,7.0,7.0,19.0,26.0,3.0,5.0,0.0,0.0,2.9,3.3,2.37,0708
2996,2008-04-27,Mallorca,Santander,3,1,H,0,0,D,13.0,11.0,3.0,4.0,5.0,2.0,18.0,18.0,3.0,1.0,0.0,0.0,2.3,3.25,3.1,0708
2997,2008-04-27,Real Madrid,Ath Bilbao,3,0,H,1,0,H,27.0,20.0,11.0,7.0,9.0,5.0,15.0,18.0,2.0,2.0,0.0,0.0,1.4,4.33,8.5,0708
2998,2008-04-27,Recreativo,Levante,2,0,H,2,0,H,13.0,10.0,7.0,0.0,4.0,9.0,22.0,16.0,2.0,2.0,0.0,0.0,1.53,3.8,6.5,0708
2999,2008-04-27,Valencia,Osasuna,3,0,H,1,0,H,11.0,6.0,6.0,1.0,9.0,1.0,16.0,20.0,1.0,4.0,0.0,1.0,1.83,3.6,4.2,0708
3000,2008-04-27,Valladolid,Almeria,1,0,H,0,0,D,17.0,12.0,7.0,3.0,9.0,4.0,15.0,18.0,3.0,2.0,0.0,0.0,2.1,3.3,3.5,0708
3001,2008-05-03,Ath Madrid,Recreativo,3,0,H,1,0,H,14.0,7.0,8.0,1.0,5.0,3.0,16.0,25.0,2.0,2.0,0.0,0.0,1.57,3.6,6.5,0708
3002,2008-05-03,Zaragoza,La Coruna,1,0,H,0,0,D,28.0,6.0,8.0,0.0,5.0,2.0,15.0,8.0,4.0,1.0,0.0,0.0,2.05,3.3,3.6,0708
3003,2008-05-04,Almeria,Betis,1,1,D,0,1,A,17.0,12.0,5.0,4.0,7.0,8.0,13.0,13.0,3.0,2.0,0.0,0.0,2.2,3.3,3.25,0708
3004,2008-05-04,Ath Bilbao,Mallorca,1,2,A,1,1,D,15.0,19.0,4.0,4.0,5.0,6.0,19.0,15.0,2.0,1.0,0.0,0.0,2.2,3.3,3.25,0708
3005,2008-05-04,Barcelona,Valencia,6,0,H,3,0,H,17.0,6.0,12.0,2.0,7.0,5.0,16.0,15.0,3.0,3.0,0.0,0.0,1.66,3.75,5.0,0708
3006,2008-05-04,Levante,Espanol,1,1,D,0,0,D,7.0,17.0,5.0,10.0,3.0,6.0,19.0,15.0,1.0,3.0,2.0,1.0,3.4,3.4,2.1,0708
3007,2008-05-04,Osasuna,Real Madrid,1,2,A,0,0,D,15.0,13.0,6.0,6.0,6.0,3.0,23.0,17.0,4.0,4.0,0.0,1.0,3.0,3.2,2.37,0708
3008,2008-05-04,Santander,Murcia,3,2,H,1,2,A,12.0,7.0,2.0,2.0,1.0,5.0,16.0,20.0,1.0,0.0,0.0,2.0,1.4,4.33,8.5,0708
3009,2008-05-04,Sevilla,Valladolid,2,0,H,2,0,H,8.0,4.0,3.0,1.0,2.0,1.0,5.0,9.0,1.0,4.0,0.0,0.0,1.44,4.33,7.0,0708
3010,2008-05-04,Villarreal,Getafe,2,0,H,2,0,H,18.0,15.0,9.0,4.0,4.0,6.0,16.0,16.0,1.0,3.0,0.0,0.0,1.72,3.6,4.75,0708
3011,2008-05-07,Betis,Valladolid,1,1,D,0,0,D,15.0,16.0,5.0,2.0,5.0,6.0,18.0,15.0,1.0,3.0,0.0,1.0,2.25,3.25,3.2,0708
3012,2008-05-07,Getafe,Almeria,4,2,H,1,2,A,16.0,8.0,8.0,5.0,11.0,2.0,13.0,22.0,3.0,5.0,0.0,0.0,1.85,3.4,4.33,0708
3013,2008-05-07,La Coruna,Levante,1,0,H,0,0,D,12.0,8.0,4.0,0.0,4.0,9.0,16.0,12.0,0.0,3.0,0.0,0.0,1.33,4.5,11.0,0708
