id_partido,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,temporada
5225,2014-03-22,Valladolid,Vallecano,1,1,D,1,1,D,9.0,16.0,2.0,3.0,4.0,7.0,10.0,6.0,4.0,2.0,0.0,0.0,2.4,3.3,2.9,1314
5226,2014-03-23,Betis,Ath Madrid,0,2,A,0,0,D,5.0,9.0,1.0,2.0,0.0,7.0,18.0,14.0,2.0,2.0,1.0,0.0,6.0,3.8,1.57,1314
5227,2014-03-23,Osasuna,Sevilla,1,2,A,0,2,A,18.0,10.0,3.0,3.0,7.0,1.0,12.0,22.0,3.0,1.0,0.0,0.0,2.9,3.3,2.38,1314
5228,2014-03-23,Real Madrid,Barcelona,3,4,A,2,2,D,13.0,18.0,8.0,6.0,1.0,5.0,24.0,12.0,5.0,2.0,1.0,0.0,2.25,3.5,3.0,1314
5229,2014-03-23,Valencia,Villarreal,2,1,H,2,0,H,14.0,4.0,5.0,1.0,7.0,1.0,16.0,18.0,2.0,3.0,0.0,0.0,2.05,3.4,3.5,1314
5230,2014-03-24,Almeria,Sociedad,4,3,H,1,1,D,14.0,23.0,8.0,11.0,11.0,6.0,14.0,13.0,4.0,3.0,0.0,0.0,3.4,3.4,2.1,1314
5231,2014-03-25,Elche,Ath Bilbao,0,0,D,0,0,D,12.0,8.0,2.0,1.0,7.0,2.0,25.0,17.0,2.0,2.0,0.0,0.0,4.0,3.3,1.95,1314
5232,2014-03-25,Malaga,Espanol,1,2,A,1,1,D,16.0,7.0,5.0,4.0,3.0,8.0,7.0,8.0,1.0,1.0,1.0,0.0,2.45,3.1,3.0,1314
5233,2014-03-26,Ath Madrid,Granada,1,0,H,0,0,D,16.0,7.0,5.0,0.0,14.0,4.0,12.0,12.0,1.0,3.0,0.0,0.0,1.18,6.5,15.0,1314
5234,2014-03-26,Barcelona,Celta,3,0,H,2,0,H,14.0,8.0,6.0,6.0,4.0,6.0,11.0,8.0,2.0,2.0,0.0,0.0,1.05,15.0,34.0,1314
5235,2014-03-26,Sevilla,Real Madrid,2,1,H,1,1,D,12.0,26.0,3.0,8.0,2.0,9.0,13.0,13.0,3.0,3.0,0.0,0.0,5.5,4.5,1.53,1314
5236,2014-03-26,Vallecano,Osasuna,1,0,H,0,0,D,14.0,7.0,5.0,2.0,9.0,3.0,11.0,12.0,3.0,5.0,0.0,0.0,1.83,3.4,4.5,1314
5237,2014-03-27,Almeria,Valencia,2,2,D,0,2,A,20.0,15.0,9.0,5.0,6.0,4.0,19.0,9.0,5.0,1.0,0.0,0.0,3.8,3.5,1.95,1314
5238,2014-03-27,Getafe,Villarreal,0,1,A,0,1,A,12.0,12.0,1.0,3.0,9.0,2.0,15.0,19.0,3.0,3.0,0.0,0.0,3.3,3.3,2.2,1314
5239,2014-03-27,Levante,Betis,1,3,A,1,1,D,9.0,10.0,4.0,5.0,7.0,7.0,18.0,13.0,3.0,3.0,0.0,0.0,2.3,3.2,3.1,1314
5240,2014-03-27,Sociedad,Valladolid,1,0,H,1,0,H,14.0,9.0,7.0,1.0,2.0,11.0,13.0,15.0,3.0,5.0,0.0,0.0,1.44,4.2,7.5,1314
5241,2014-03-29,Ath Bilbao,Ath Madrid,1,2,A,1,1,D,13.0,10.0,2.0,3.0,3.0,4.0,19.0,15.0,3.0,2.0,1.0,0.0,2.9,3.3,2.4,1314
5242,2014-03-29,Celta,Sevilla,1,0,H,0,0,D,14.0,10.0,4.0,3.0,11.0,7.0,10.0,12.0,1.0,4.0,0.0,0.0,3.0,3.25,2.38,1314
5243,2014-03-29,Espanol,Barcelona,0,1,A,0,0,D,8.0,20.0,1.0,8.0,3.0,11.0,24.0,8.0,4.0,2.0,1.0,0.0,9.0,5.0,1.33,1314
5244,2014-03-29,Real Madrid,Vallecano,5,0,H,1,0,H,16.0,15.0,7.0,2.0,4.0,6.0,13.0,14.0,1.0,0.0,0.0,0.0,1.04,13.0,34.0,1314
5245,2014-03-30,Osasuna,Sociedad,1,1,D,0,1,A,15.0,10.0,4.0,3.0,4.0,8.0,19.0,18.0,5.0,5.0,0.0,0.0,3.0,3.25,2.38,1314
5246,2014-03-30,Valencia,Getafe,1,3,A,1,2,A,19.0,11.0,3.0,6.0,12.0,5.0,15.0,20.0,2.0,4.0,1.0,0.0,1.4,4.33,8.5,1314
5247,2014-03-30,Valladolid,Almeria,1,0,H,1,0,H,20.0,14.0,8.0,3.0,5.0,6.0,12.0,12.0,2.0,0.0,0.0,1.0,1.91,3.4,4.0,1314
5248,2014-03-30,Villarreal,Elche,1,1,D,1,1,D,10.0,7.0,3.0,2.0,6.0,5.0,16.0,14.0,1.0,1.0,0.0,0.0,1.44,4.33,7.0,1314
5249,2014-03-31,Betis,Malaga,1,2,A,1,0,H,11.0,8.0,2.0,4.0,3.0,7.0,6.0,11.0,2.0,7.0,0.0,0.0,2.2,3.3,3.3,1314
5250,2014-03-31,Granada,Levante,0,2,A,0,0,D,8.0,15.0,1.0,5.0,7.0,3.0,17.0,17.0,2.0,4.0,0.0,0.0,1.85,3.5,4.2,1314
5251,2014-04-04,Almeria,Osasuna,1,2,A,0,2,A,16.0,12.0,3.0,2.0,7.0,5.0,6.0,10.0,1.0,1.0,1.0,0.0,2.2,3.2,3.4,1314
5252,2014-04-05,Ath Madrid,Villarreal,1,0,H,1,0,H,6.0,8.0,3.0,1.0,4.0,5.0,13.0,16.0,3.0,1.0,0.0,0.0,1.5,4.0,7.0,1314
5253,2014-04-05,Barcelona,Betis,3,1,H,1,0,H,12.0,12.0,4.0,4.0,4.0,4.0,9.0,16.0,0.0,2.0,0.0,0.0,1.05,15.0,29.0,1314
5254,2014-04-05,Sociedad,Real Madrid,0,4,A,0,1,A,13.0,21.0,4.0,7.0,7.0,8.0,13.0,10.0,3.0,3.0,0.0,0.0,5.25,4.2,1.57,1314
5255,2014-04-05,Vallecano,Celta,3,0,H,1,0,H,14.0,18.0,5.0,7.0,2.0,7.0,12.0,11.0,2.0,1.0,1.0,0.0,2.2,3.3,3.3,1314
5256,2014-04-06,Elche,Getafe,1,0,H,0,0,D,16.0,9.0,3.0,3.0,6.0,2.0,20.0,16.0,3.0,2.0,0.0,0.0,2.15,3.2,3.5,1314
5257,2014-04-06,Malaga,Granada,4,1,H,2,0,H,11.0,10.0,5.0,5.0,7.0,5.0,19.0,16.0,3.0,5.0,0.0,0.0,2.05,3.3,3.6,1314
5258,2014-04-06,Sevilla,Espanol,4,1,H,2,0,H,13.0,12.0,5.0,5.0,7.0,3.0,10.0,15.0,3.0,1.0,0.0,0.0,1.67,3.75,5.0,1314
5259,2014-04-06,Valladolid,Valencia,0,0,D,0,0,D,11.0,16.0,5.0,7.0,9.0,4.0,10.0,13.0,1.0,2.0,0.0,0.0,2.8,3.25,2.5,1314
5260,2014-04-07,Levante,Ath Bilbao,1,2,A,0,2,A,11.0,13.0,2.0,5.0,2.0,5.0,17.0,16.0,2.0,1.0,1.0,0.0,3.9,3.4,1.95,1314
5261,2014-04-11,Osasuna,Valladolid,0,0,D,0,0,D,15.0,7.0,1.0,1.0,4.0,6.0,15.0,12.0,0.0,1.0,0.0,0.0,2.0,3.4,3.75,1314
5262,2014-04-12,Celta,Sociedad,2,2,D,1,2,A,15.0,19.0,7.0,5.0,8.0,7.0,14.0,20.0,3.0,5.0,1.0,0.0,2.3,3.3,3.1,1314
5263,2014-04-12,Granada,Barcelona,1,0,H,1,0,H,5.0,29.0,4.0,9.0,1.0,13.0,10.0,5.0,0.0,3.0,0.0,0.0,9.5,6.5,1.25,1314
5264,2014-04-12,Real Madrid,Almeria,4,0,H,1,0,H,29.0,5.0,13.0,1.0,9.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.05,15.0,29.0,1314
5265,2014-04-12,Villarreal,Levante,1,0,H,0,0,D,12.0,7.0,3.0,2.0,2.0,2.0,15.0,16.0,2.0,2.0,0.0,0.0,1.4,4.2,9.0,1314
5266,2014-04-13,Betis,Sevilla,0,2,A,0,1,A,17.0,7.0,4.0,5.0,8.0,1.0,17.0,16.0,4.0,4.0,1.0,0.0,3.2,3.4,2.2,1314
5267,2014-04-13,Espanol,Vallecano,2,2,D,1,1,D,6.0,11.0,2.0,5.0,2.0,5.0,22.0,15.0,1.0,3.0,0.0,0.0,1.83,3.5,4.33,1314
5268,2014-04-13,Getafe,Ath Madrid,0,2,A,0,1,A,9.0,12.0,2.0,8.0,3.0,4.0,15.0,15.0,3.0,3.0,1.0,0.0,8.5,4.0,1.44,1314
5269,2014-04-13,Valencia,Elche,2,1,H,1,1,D,8.0,11.0,4.0,5.0,6.0,2.0,15.0,15.0,3.0,2.0,1.0,0.0,1.62,4.0,5.25,1314
5270,2014-04-14,Ath Bilbao,Malaga,3,0,H,1,0,H,12.0,10.0,6.0,1.0,6.0,2.0,11.0,18.0,0.0,4.0,0.0,0.0,1.4,4.5,8.0,1314
5271,2014-04-18,Ath Madrid,Elche,2,0,H,0,0,D,14.0,8.0,4.0,3.0,7.0,6.0,7.0,12.0,2.0,4.0,0.0,1.0,1.2,6.0,15.0,1314
5272,2014-04-19,Levante,Getafe,0,0,D,0,0,D,11.0,9.0,2.0,4.0,3.0,4.0,24.0,18.0,4.0,2.0,0.0,1.0,2.4,3.1,3.1,1314
5273,2014-04-19,Osasuna,Valencia,1,1,D,1,0,H,9.0,13.0,3.0,1.0,4.0,9.0,16.0,13.0,3.0,2.0,0.0,0.0,2.7,3.1,2.7,1314
5274,2014-04-19,Sociedad,Espanol,2,1,H,1,1,D,19.0,8.0,8.0,3.0,12.0,2.0,10.0,19.0,1.0,1.0,0.0,0.0,1.75,3.6,4.75,1314
5275,2014-04-20,Almeria,Celta,2,4,A,1,1,D,11.0,14.0,3.0,8.0,6.0,1.0,14.0,11.0,5.0,0.0,0.0,0.0,2.5,3.25,2.8,1314
5276,2014-04-20,Barcelona,Ath Bilbao,2,1,H,0,0,D,17.0,11.0,8.0,4.0,9.0,4.0,16.0,17.0,2.0,3.0,0.0,0.0,1.2,7.0,12.0,1314
5277,2014-04-20,Sevilla,Granada,4,0,H,1,0,H,10.0,12.0,5.0,2.0,7.0,1.0,14.0,13.0,2.0,0.0,0.0,0.0,1.4,4.5,8.0,1314
5278,2014-04-20,Vallecano,Betis,3,1,H,2,0,H,16.0,12.0,8.0,3.0,5.0,2.0,17.0,15.0,4.0,2.0,0.0,0.0,2.0,3.4,3.75,1314
5279,2014-04-21,Malaga,Villarreal,2,0,H,1,0,H,14.0,4.0,4.0,1.0,6.0,5.0,14.0,14.0,3.0,3.0,1.0,0.0,2.8,3.25,2.5,1314
5280,2014-04-25,Elche,Levante,1,1,D,0,0,D,22.0,10.0,3.0,6.0,7.0,2.0,14.0,17.0,2.0,4.0,0.0,0.0,1.65,3.6,5.5,1314
5281,2014-04-26,Betis,Sociedad,0,1,A,0,0,D,14.0,9.0,2.0,3.0,8.0,8.0,11.0,16.0,2.0,0.0,0.0,0.0,3.1,3.5,2.2,1314
5282,2014-04-26,Getafe,Malaga,1,0,H,1,0,H,8.0,12.0,3.0,2.0,4.0,7.0,14.0,22.0,6.0,3.0,1.0,1.0,2.1,3.3,3.5,1314
5283,2014-04-26,Granada,Vallecano,0,3,A,0,0,D,12.0,16.0,1.0,7.0,7.0,5.0,14.0,9.0,2.0,4.0,1.0,0.0,2.2,3.3,3.3,1314
5284,2014-04-26,Real Madrid,Osasuna,4,0,H,1,0,H,20.0,6.0,10.0,0.0,7.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,1.05,13.0,34.0,1314
5285,2014-04-27,Ath Bilbao,Sevilla,3,1,H,1,0,H,12.0,9.0,4.0,3.0,6.0,2.0,10.0,16.0,2.0,3.0,0.0,1.0,1.95,3.5,3.75,1314
5286,2014-04-27,Espanol,Almeria,1,2,A,1,0,H,9.0,10.0,3.0,2.0,7.0,3.0,15.0,14.0,4.0,3.0,2.0,0.0,1.62,3.75,5.5,1314
5287,2014-04-27,Valencia,Ath Madrid,0,1,A,0,1,A,11.0,9.0,2.0,4.0,7.0,3.0,18.0,12.0,3.0,1.0,0.0,1.0,4.33,3.75,1.75,1314
5288,2014-04-27,Villarreal,Barcelona,2,3,A,1,0,H,5.0,20.0,3.0,7.0,2.0,9.0,11.0,6.0,3.0,3.0,0.0,0.0,6.5,4.5,1.44,1314
5289,2014-04-28,Celta,Valladolid,4,1,H,2,0,H,13.0,10.0,7.0,4.0,3.0,0.0,13.0,17.0,1.0,4.0,0.0,0.0,1.8,3.75,4.2,1314
5290,2014-05-02,Vallecano,Ath Bilbao,0,3,A,0,2,A,11.0,12.0,3.0,4.0,6.0,7.0,17.0,9.0,4.0,1.0,0.0,0.0,3.75,3.6,1.91,1314
5291,2014-05-03,Barcelona,Getafe,2,2,D,1,1,D,21.0,8.0,8.0,5.0,11.0,3.0,13.0,6.0,3.0,3.0,0.0,0.0,1.07,11.0,26.0,1314
5292,2014-05-03,Malaga,Elche,0,1,A,0,1,A,7.0,10.0,2.0,3.0,8.0,2.0,18.0,13.0,1.0,4.0,0.0,2.0,2.25,3.25,3.25,1314
5293,2014-05-03,Osasuna,Celta,0,2,A,0,2,A,23.0,14.0,11.0,4.0,12.0,6.0,11.0,12.0,0.0,1.0,0.0,0.0,1.91,3.5,4.0,1314
5294,2014-05-03,Valladolid,Espanol,1,0,H,1,0,H,10.0,9.0,4.0,3.0,4.0,8.0,14.0,20.0,3.0,1.0,0.0,1.0,2.0,3.4,3.75,1314
5295,2014-05-04,Almeria,Betis,3,2,H,0,0,D,12.0,15.0,6.0,3.0,3.0,8.0,15.0,10.0,4.0,6.0,1.0,0.0,1.57,4.0,5.5,1314
5296,2014-05-04,Levante,Ath Madrid,2,0,H,1,0,H,7.0,23.0,2.0,7.0,3.0,7.0,20.0,20.0,2.0,3.0,0.0,0.0,15.0,5.5,1.22,1314
5297,2014-05-04,Real Madrid,Valencia,2,2,D,0,1,A,32.0,8.0,11.0,5.0,10.0,1.0,11.0,10.0,1.0,3.0,0.0,0.0,1.14,7.5,17.0,1314
5298,2014-05-04,Sevilla,Villarreal,0,0,D,0,0,D,11.0,13.0,3.0,4.0,6.0,6.0,12.0,7.0,1.0,0.0,0.0,0.0,1.75,3.6,4.75,1314
5299,2014-05-05,Sociedad,Granada,1,1,D,0,0,D,21.0,15.0,6.0,3.0,8.0,5.0,12.0,11.0,1.0,3.0,1.0,1.0,1.44,4.5,6.5,1314
5300,2014-05-07,Valladolid,Real Madrid,1,1,D,0,1,A,6.0,21.0,1.0,3.0,4.0,9.0,17.0,8.0,4.0,4.0,0.0,0.0,11.0,7.0,1.2,1314
5301,2014-05-10,Levante,Valencia,2,0,H,0,0,D,12.0,19.0,3.0,6.0,8.0,8.0,11.0,12.0,4.0,5.0,1.0,0.0,3.3,3.4,2.15,1314
5302,2014-05-10,Villarreal,Vallecano,4,0,H,2,0,H,22.0,14.0,10.0,2.0,5.0,5.0,12.0,13.0,1.0,1.0,0.0,1.0,1.57,4.33,5.0,1314
5303,2014-05-11,Ath Bilbao,Sociedad,1,1,D,0,0,D,12.0,13.0,6.0,5.0,5.0,10.0,19.0,14.0,2.0,2.0,0.0,0.0,1.75,3.75,4.5,1314
5304,2014-05-11,Ath Madrid,Malaga,1,1,D,0,0,D,17.0,10.0,5.0,4.0,11.0,4.0,13.0,16.0,3.0,3.0,0.0,1.0,1.2,6.5,13.0,1314
5305,2014-05-11,Betis,Valladolid,4,3,H,1,1,D,21.0,13.0,7.0,8.0,8.0,4.0,13.0,16.0,4.0,2.0,0.0,0.0,3.6,3.5,2.0,1314
5306,2014-05-11,Celta,Real Madrid,2,0,H,1,0,H,13.0,18.0,6.0,6.0,4.0,15.0,13.0,6.0,2.0,2.0,0.0,0.0,6.5,5.0,1.4,1314
5307,2014-05-11,Elche,Barcelona,0,0,D,0,0,D,6.0,20.0,0.0,6.0,2.0,11.0,16.0,16.0,3.0,3.0,0.0,0.0,11.0,7.0,1.2,1314
5308,2014-05-11,Espanol,Osasuna,1,1,D,1,1,D,7.0,9.0,2.0,2.0,4.0,4.0,12.0,13.0,0.0,1.0,0.0,0.0,2.3,3.25,3.1,1314
5309,2014-05-11,Getafe,Sevilla,1,0,H,0,0,D,14.0,4.0,6.0,1.0,7.0,1.0,17.0,15.0,3.0,2.0,0.0,0.0,1.85,3.6,4.0,1314
5310,2014-05-11,Granada,Almeria,0,2,A,0,1,A,16.0,8.0,3.0,3.0,6.0,1.0,13.0,14.0,3.0,2.0,1.0,0.0,1.91,3.5,4.0,1314
5311,2014-05-16,Malaga,Levante,1,0,H,0,0,D,25.0,2.0,11.0,0.0,10.0,0.0,12.0,16.0,0.0,1.0,0.0,1.0,1.91,3.4,4.0,1314
5312,2014-05-17,Barcelona,Ath Madrid,1,1,D,1,0,H,11.0,12.0,4.0,3.0,4.0,8.0,11.0,14.0,5.0,4.0,0.0,0.0,1.85,3.8,4.5,1314
5313,2014-05-17,Real Madrid,Espanol,3,1,H,0,0,D,17.0,13.0,7.0,2.0,8.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,1.33,5.0,8.5,1314
5314,2014-05-17,Valencia,Celta,2,1,H,1,1,D,14.0,9.0,7.0,4.0,9.0,2.0,11.0,13.0,1.0,3.0,0.0,0.0,1.75,3.75,4.5,1314
5315,2014-05-18,Almeria,Ath Bilbao,0,0,D,0,0,D,10.0,13.0,1.0,1.0,7.0,4.0,13.0,12.0,1.0,5.0,0.0,0.0,2.25,3.4,3.1,1314
5316,2014-05-18,Osasuna,Betis,2,1,H,2,0,H,14.0,16.0,3.0,8.0,5.0,7.0,7.0,10.0,1.0,0.0,0.0,0.0,1.36,5.0,7.5,1314
5317,2014-05-18,Sevilla,Elche,3,1,H,1,0,H,15.0,14.0,5.0,4.0,6.0,5.0,10.0,11.0,2.0,0.0,0.0,0.0,1.8,3.75,4.2,1314
5318,2014-05-18,Sociedad,Villarreal,1,2,A,0,1,A,13.0,15.0,3.0,5.0,6.0,2.0,13.0,18.0,2.0,3.0,0.0,0.0,2.0,3.6,3.5,1314
5319,2014-05-18,Valladolid,Granada,0,1,A,0,1,A,10.0,6.0,4.0,3.0,7.0,5.0,12.0,10.0,1.0,2.0,0.0,0.0,2.1,3.3,3.5,1314
5320,2014-05-18,Vallecano,Getafe,1,2,A,0,1,A,16.0,15.0,4.0,4.0,4.0,6.0,11.0,25.0,4.0,7.0,0.0,0.0,4.0,3.1,2.05,1314
5321,2014-08-23,Almeria,Espanol,1,1,D,0,0,D,19.0,12.0,6.0,2.0,11.0,7.0,8.0,9.0,3.0,2.0,0.0,1.0,2.55,3.3,2.7,1415
5322,2014-08-23,Granada,La Coruna,2,1,H,0,1,A,10.0,7.0,3.0,1.0,5.0,3.0,13.0,26.0,1.0,2.0,0.0,0.0,1.95,3.2,4.2,1415
5323,2014-08-23,Malaga,Ath Bilbao,1,0,H,1,0,H,12.0,12.0,3.0,5.0,5.0,4.0,13.0,9.0,3.0,3.0,2.0,0.0,2.8,3.3,2.45,1415
5324,2014-08-23,Sevilla,Valencia,1,1,D,1,0,H,10.0,11.0,3.0,1.0,3.0,3.0,23.0,8.0,4.0,2.0,0.0,1.0,2.05,3.5,3.5,1415
5325,2014-08-24,Barcelona,Elche,3,0,H,1,0,H,12.0,3.0,6.0,0.0,3.0,1.0,11.0,13.0,0.0,1.0,1.0,0.0,1.1,9.0,21.0,1415
5326,2014-08-24,Celta,Getafe,3,1,H,1,0,H,20.0,12.0,8.0,3.0,4.0,4.0,19.0,15.0,4.0,1.0,0.0,0.0,1.91,3.4,4.0,1415
5327,2014-08-24,Eibar,Sociedad,1,0,H,1,0,H,12.0,19.0,5.0,4.0,5.0,6.0,13.0,14.0,4.0,1.0,0.0,0.0,3.25,3.4,2.2,1415
5328,2014-08-24,Levante,Villarreal,0,2,A,0,0,D,9.0,12.0,2.0,6.0,3.0,4.0,11.0,14.0,1.0,3.0,0.0,0.0,3.4,3.4,2.1,1415
5329,2014-08-25,Real Madrid,Cordoba,2,0,H,1,0,H,14.0,8.0,8.0,2.0,8.0,5.0,9.0,13.0,1.0,2.0,0.0,0.0,1.06,11.0,29.0,1415
5330,2014-08-25,Vallecano,Ath Madrid,0,0,D,0,0,D,8.0,9.0,2.0,2.0,2.0,4.0,13.0,17.0,2.0,2.0,0.0,0.0,7.0,4.0,1.5,1415
5331,2014-08-29,Getafe,Almeria,1,0,H,1,0,H,12.0,11.0,3.0,4.0,2.0,3.0,17.0,11.0,3.0,2.0,0.0,0.0,2.0,3.4,3.75,1415
5332,2014-08-29,Valencia,Malaga,3,0,H,2,0,H,14.0,17.0,4.0,4.0,4.0,6.0,18.0,11.0,1.0,2.0,0.0,1.0,1.55,4.2,5.5,1415
5333,2014-08-30,Ath Bilbao,Levante,3,0,H,1,0,H,10.0,10.0,5.0,2.0,2.0,11.0,13.0,17.0,1.0,4.0,0.0,0.0,1.33,5.0,9.0,1415
5334,2014-08-30,Ath Madrid,Eibar,2,1,H,2,1,H,15.0,8.0,6.0,2.0,5.0,5.0,12.0,18.0,3.0,0.0,0.0,0.0,1.22,5.75,13.0,1415
5335,2014-08-30,Cordoba,Celta,1,1,D,0,0,D,6.0,9.0,1.0,4.0,1.0,6.0,14.0,17.0,1.0,4.0,0.0,0.0,3.3,3.3,2.2,1415
5336,2014-08-30,Espanol,Sevilla,1,2,A,0,1,A,4.0,13.0,2.0,6.0,3.0,7.0,20.0,24.0,4.0,2.0,0.0,0.0,2.5,3.2,2.88,1415
5337,2014-08-31,Elche,Granada,1,1,D,0,0,D,15.0,5.0,3.0,4.0,8.0,4.0,12.0,17.0,4.0,4.0,0.0,0.0,2.2,3.2,3.4,1415
5338,2014-08-31,La Coruna,Vallecano,2,2,D,1,1,D,10.0,12.0,5.0,2.0,2.0,4.0,16.0,18.0,4.0,6.0,0.0,0.0,2.25,3.3,3.2,1415
5339,2014-08-31,Sociedad,Real Madrid,4,2,H,2,2,D,13.0,19.0,5.0,5.0,8.0,6.0,18.0,12.0,1.0,2.0,0.0,0.0,7.5,5.0,1.36,1415
5340,2014-08-31,Villarreal,Barcelona,0,1,A,0,0,D,9.0,20.0,0.0,8.0,3.0,10.0,12.0,9.0,0.0,2.0,0.0,0.0,5.0,4.2,1.57,1415
5341,2014-09-12,Almeria,Cordoba,1,1,D,1,1,D,12.0,11.0,2.0,4.0,8.0,2.0,14.0,22.0,4.0,4.0,0.0,0.0,2.05,3.3,3.6,1415
5342,2014-09-13,Barcelona,Ath Bilbao,2,0,H,0,0,D,15.0,3.0,8.0,2.0,5.0,1.0,12.0,11.0,1.0,1.0,0.0,0.0,1.3,5.5,8.5,1415
5343,2014-09-13,Celta,Sociedad,2,2,D,1,0,H,13.0,20.0,6.0,5.0,5.0,8.0,13.0,15.0,1.0,5.0,0.0,0.0,2.2,3.3,3.3,1415
5344,2014-09-13,Malaga,Levante,0,0,D,0,0,D,18.0,10.0,7.0,0.0,20.0,1.0,10.0,15.0,1.0,2.0,0.0,0.0,1.62,3.6,6.0,1415
5345,2014-09-13,Real Madrid,Ath Madrid,1,2,A,1,1,D,21.0,9.0,4.0,2.0,4.0,4.0,12.0,12.0,4.0,7.0,0.0,0.0,1.67,3.75,5.0,1415
5346,2014-09-14,Granada,Villarreal,0,0,D,0,0,D,9.0,14.0,3.0,3.0,9.0,5.0,12.0,13.0,3.0,2.0,0.0,0.0,3.5,3.2,2.15,1415
5347,2014-09-14,Sevilla,Getafe,2,0,H,1,0,H,12.0,7.0,4.0,1.0,8.0,5.0,10.0,25.0,2.0,6.0,0.0,0.0,1.44,4.33,7.0,1415
5348,2014-09-14,Valencia,Espanol,3,1,H,1,0,H,11.0,8.0,6.0,3.0,7.0,8.0,15.0,13.0,1.0,1.0,0.0,0.0,1.62,3.75,5.5,1415
5349,2014-09-14,Vallecano,Elche,2,3,A,1,1,D,14.0,12.0,4.0,5.0,6.0,5.0,11.0,23.0,2.0,2.0,0.0,0.0,1.73,3.5,5.0,1415
5350,2014-09-15,Eibar,La Coruna,0,1,A,0,1,A,14.0,4.0,2.0,1.0,4.0,8.0,11.0,23.0,0.0,5.0,0.0,0.0,2.1,3.2,3.6,1415
5351,2014-09-19,Elche,Eibar,0,2,A,0,2,A,15.0,8.0,6.0,4.0,10.0,7.0,9.0,10.0,2.0,1.0,0.0,0.0,2.15,3.0,3.8,1415
5352,2014-09-20,Ath Bilbao,Granada,0,1,A,0,1,A,13.0,3.0,5.0,2.0,7.0,5.0,14.0,20.0,2.0,4.0,0.0,0.0,1.44,4.2,7.5,1415
5353,2014-09-20,Ath Madrid,Celta,2,2,D,2,1,H,18.0,5.0,8.0,5.0,6.0,3.0,9.0,17.0,1.0,3.0,0.0,0.0,1.44,4.2,7.5,1415
5354,2014-09-20,Espanol,Malaga,2,2,D,1,0,H,13.0,9.0,8.0,3.0,7.0,2.0,14.0,16.0,2.0,3.0,0.0,0.0,2.0,3.3,3.75,1415
5355,2014-09-20,La Coruna,Real Madrid,2,8,A,0,3,A,14.0,19.0,5.0,13.0,2.0,3.0,8.0,9.0,1.0,1.0,0.0,0.0,9.5,6.0,1.25,1415
5356,2014-09-21,Cordoba,Sevilla,1,3,A,0,1,A,9.0,15.0,3.0,8.0,7.0,4.0,11.0,24.0,6.0,2.0,0.0,0.0,3.8,3.3,2.0,1415
5357,2014-09-21,Levante,Barcelona,0,5,A,0,2,A,9.0,17.0,2.0,8.0,3.0,6.0,13.0,11.0,1.0,2.0,1.0,0.0,15.0,7.5,1.18,1415
5358,2014-09-21,Sociedad,Almeria,1,2,A,0,1,A,22.0,13.0,6.0,5.0,13.0,7.0,19.0,17.0,1.0,6.0,0.0,1.0,1.44,4.5,6.5,1415
5359,2014-09-21,Villarreal,Vallecano,4,2,H,1,2,A,19.0,10.0,9.0,3.0,11.0,5.0,11.0,18.0,2.0,2.0,0.0,0.0,1.53,3.8,6.5,1415
5360,2014-09-22,Getafe,Valencia,0,3,A,0,2,A,12.0,7.0,5.0,3.0,6.0,1.0,25.0,17.0,6.0,1.0,0.0,1.0,3.6,3.3,2.05,1415
5361,2014-09-23,Celta,La Coruna,2,1,H,1,0,H,11.0,5.0,4.0,3.0,13.0,4.0,15.0,15.0,3.0,3.0,0.0,0.0,1.57,3.75,6.0,1415
5362,2014-09-23,Real Madrid,Elche,5,1,H,3,1,H,23.0,10.0,12.0,3.0,8.0,2.0,15.0,15.0,2.0,1.0,0.0,0.0,1.08,12.0,23.0,1415
5363,2014-09-24,Almeria,Ath Madrid,0,1,A,0,0,D,6.0,19.0,1.0,9.0,2.0,10.0,14.0,16.0,3.0,6.0,0.0,0.0,6.0,3.8,1.57,1415
5364,2014-09-24,Eibar,Villarreal,1,1,D,1,0,H,7.0,15.0,3.0,4.0,2.0,10.0,14.0,17.0,4.0,4.0,0.0,0.0,3.4,3.0,2.3,1415
5365,2014-09-24,Granada,Levante,0,1,A,0,0,D,8.0,10.0,0.0,4.0,5.0,3.0,14.0,13.0,2.0,6.0,0.0,0.0,1.5,3.9,7.0,1415
5366,2014-09-24,Malaga,Barcelona,0,0,D,0,0,D,6.0,10.0,2.0,0.0,2.0,8.0,15.0,13.0,2.0,2.0,0.0,0.0,9.0,5.0,1.33,1415
5367,2014-09-24,Sevilla,Sociedad,1,0,H,1,0,H,19.0,8.0,8.0,1.0,11.0,4.0,13.0,7.0,6.0,2.0,0.0,0.0,1.8,3.6,4.33,1415
5368,2014-09-24,Vallecano,Ath Bilbao,2,1,H,1,1,D,15.0,8.0,5.0,3.0,1.0,2.0,18.0,17.0,2.0,2.0,0.0,0.0,3.1,3.4,2.25,1415
